sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
41256,057 Biopsy of brain,057,057 Biopsy of brain,,-1,,0.7144715785980225,UNCHECKED,,0,42537289,EVENT,,<auto>,1602067242038
41256,270 Resection of salivary gland,270,270 Resection of salivary gland,,-1,,0.6957996487617493,UNCHECKED,,0,4231880,EVENT,,<auto>,1602067242233
41256,794.2 Excision of lesion of bone : exostosis,7942,794.2 Excision of lesion of bone : exostosis,,-1,,0.532661497592926,UNCHECKED,,0,4194240,EVENT,,<auto>,1602067242295
41256,644.7 Excision or repair of hydrocele: hydrodecele of spermatic cord,6447,644.7 Excision or repair of hydrocele: hydrodecele of spermatic cord,,-1,,0.575120747089386,UNCHECKED,,0,4140091,EVENT,,<auto>,1602067243523
41256,"885.3 Ligation of artery, not elsewhere classified : post operative",8853,"885.3 Ligation of artery, not elsewhere classified : post operative",,-1,,0.5690054893493652,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067244957
41256,"163 Buckling procedure for retinal reattachment, not elsewhere classified",163,"163 Buckling procedure for retinal reattachment, not elsewhere classified",,-1,,0.5661719441413879,UNCHECKED,,0,2000002,EVENT,,<auto>,1602067245849
41256,795 Reconstruction of bone,795,795 Reconstruction of bone,,-1,,0.6038088202476501,UNCHECKED,,0,4121436,EVENT,,<auto>,1602067246750
41256,714 Reconstruction and repair of vagina,714,714 Reconstruction and repair of vagina,,-1,,0.656536877155304,UNCHECKED,,0,4072579,EVENT,,<auto>,1602067247014
41256,645 Tapping of hydrocele,645,645 Tapping of hydrocele,,-1,,0.7546495795249939,UNCHECKED,,0,4313985,EVENT,,<auto>,1602067247212
41256,"059 Intracranial operations, not elsewhere classified",059,"059 Intracranial operations, not elsewhere classified",,-1,,0.7645910978317261,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067250113
41256,"542.4 Operations on vessels of spleen, not elsewhere classified : venography",5424,"542.4 Operations on vessels of spleen, not elsewhere classified : venography",,-1,,0.5609048008918762,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067250368
41256,646 Operation on varicocele,646,646 Operation on varicocele,,-1,,0.7121503353118896,UNCHECKED,,0,4073860,EVENT,,<auto>,1602067251221
41256,"887 Arterial catheterization, not elsewhere classified",887,"887 Arterial catheterization, not elsewhere classified",,-1,,0.8029220700263977,UNCHECKED,,0,2002174,EVENT,,<auto>,1602067251734
41256,270.1 Resection of salivary gland : total parotidectomy (radical),2701,270.1 Resection of salivary gland : total parotidectomy (radical),,-1,,0.4312290847301483,UNCHECKED,,0,4231880,EVENT,,<auto>,1602067251928
41256,795.1 Reconstruction of bone : internal fixation,7951,795.1 Reconstruction of bone : internal fixation,,-1,,0.5156643986701965,UNCHECKED,,0,4041637,EVENT,,<auto>,1602067254909
41256,543 Portal anastomosis or shunt,543,543 Portal anastomosis or shunt,,-1,,0.5431210994720459,UNCHECKED,,0,4049812,EVENT,,<auto>,1602067254940
41256,714.3 Reconstruction and repair of vagina : intestinal loop sigmoid,7143,714.3 Reconstruction and repair of vagina : intestinal loop sigmoid,,-1,,0.449394553899765,UNCHECKED,,0,4103646,EVENT,,<auto>,1602067256139
41256,646.1 Operation on varicocele : ligation,6461,646.1 Operation on varicocele : ligation,,-1,,0.5185824632644653,UNCHECKED,,0,4073860,EVENT,,<auto>,1602067256200
41256,888 Arterial injection or perfusion,888,888 Arterial injection or perfusion,,-1,,0.6630470156669617,UNCHECKED,,0,4057395,EVENT,,<auto>,1602067258069
41256,"163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast",1631,"163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast",,-1,,0.44824516773223877,UNCHECKED,,0,2000002,EVENT,,<auto>,1602067258828
41256,"059.1 Intracranial operations, not elsewhere classified : exploration",0591,"059.1 Intracranial operations, not elsewhere classified : exploration",,-1,,0.6351434588432312,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067260046
41256,543.1 Portal anastomosis or shunt : porta-caval,5431,543.1 Portal anastomosis or shunt : porta-caval,,-1,,0.4592568874359131,UNCHECKED,,0,4048304,EVENT,,<auto>,1602067260501
41256,715 Repair of vaginal fistula,715,715 Repair of vaginal fistula,,-1,,0.819813072681427,UNCHECKED,,0,4094075,EVENT,,<auto>,1602067260688
41256,270.2 Resection of salivary gland : conservative parotidectomy,2702,270.2 Resection of salivary gland : conservative parotidectomy,,-1,,0.45357730984687805,UNCHECKED,,0,4231880,EVENT,,<auto>,1602067261146
41256,061 Hypophysectomy,061,061 Hypophysectomy,,-1,,0.749956488609314,UNCHECKED,,0,4201001,EVENT,,<auto>,1602067261632
41256,"796 Bone graft, or implant, not elsewhere classified",796,"796 Bone graft, or implant, not elsewhere classified",,-1,,0.5974840521812439,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067261691
41256,646.2 Operation on varicocele : excision,6462,646.2 Operation on varicocele : excision,,-1,,0.5030543208122253,UNCHECKED,,0,4265676,EVENT,,<auto>,1602067261894
41256,271 Excision of lesion of salivary gland,271,271 Excision of lesion of salivary gland,,-1,,0.8038459420204163,UNCHECKED,,0,2001179,EVENT,,<auto>,1602067267348
41256,061.1 Hypophysectomy : paranasal trans-sphenoidal,0611,061.1 Hypophysectomy : paranasal trans-sphenoidal,,-1,,0.524475634098053,UNCHECKED,,0,4065313,EVENT,,<auto>,1602067268001
41256,715.1 Repair of vaginal fistula : with reconstruction of urethra,7151,715.1 Repair of vaginal fistula : with reconstruction of urethra,,-1,,0.533031702041626,UNCHECKED,,0,4094075,EVENT,,<auto>,1602067270994
41256,543.2 Portal anastomosis or shunt : superior mesenteric vein,5432,543.2 Portal anastomosis or shunt : superior mesenteric vein,,-1,,0.5013203620910645,UNCHECKED,,0,4236320,EVENT,,<auto>,1602067271034
41256,"888.1 Arterial injection or perfusion : diagnostic, arteriography, not elsewhere classified",8881,"888.1 Arterial injection or perfusion : diagnostic, arteriography, not elsewhere classified",,-1,,0.5270178914070129,UNCHECKED,,0,2006955,EVENT,,<auto>,1602067272163
41256,"647 Extirpation of lesion of scrotum or testis, not elsewhere classified",647,"647 Extirpation of lesion of scrotum or testis, not elsewhere classified",,-1,,0.6067283749580383,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067274690
41256,"720 Culdotomy, pouch of douglas",720,"720 Culdotomy, pouch of douglas",,-1,,0.6576167941093445,UNCHECKED,,0,4207210,EVENT,,<auto>,1602067275666
41256,061.2 Hypophysectomy : intracranial trans-frontal,0612,061.2 Hypophysectomy : intracranial trans-frontal,,-1,,0.5057783126831055,UNCHECKED,,0,4064125,EVENT,,<auto>,1602067276548
41256,271.1 Excision of lesion of salivary gland : parotid,2711,271.1 Excision of lesion of salivary gland : parotid,,-1,,0.6285731792449951,UNCHECKED,,0,2001179,EVENT,,<auto>,1602067277156
41256,"796.1 Bone graft, or implant, not elsewhere classified : with metallic fixation",7961,"796.1 Bone graft, or implant, not elsewhere classified : with metallic fixation",,-1,,0.48043978214263916,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067277275
41256,"163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin",1632,"163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin",,-1,,0.4768213629722595,UNCHECKED,,0,2000002,EVENT,,<auto>,1602067277825
41256,543.3 Portal anastomosis or shunt : spleno-renal,5433,543.3 Portal anastomosis or shunt : spleno-renal,,-1,,0.4281942546367645,UNCHECKED,,0,4238482,EVENT,,<auto>,1602067280181
41256,797 Other bone fusion,797,797 Other bone fusion,,-1,,0.5125847458839417,UNCHECKED,,0,4121434,EVENT,,<auto>,1602067281827
41256,888.2 Arterial injection or perfusion : cytotoxic,8882,888.2 Arterial injection or perfusion : cytotoxic,,-1,,0.46431422233581543,UNCHECKED,,0,4057395,EVENT,,<auto>,1602067282909
41256,272 Removal of salivary calculus,272,272 Removal of salivary calculus,,-1,,0.6895780563354492,UNCHECKED,,0,46270902,EVENT,,<auto>,1602067283523
41256,"720.1 Culdotomy, pouch of douglas : drainage of pelvic abscess",7201,"720.1 Culdotomy, pouch of douglas : drainage of pelvic abscess",,-1,,0.5587960481643677,UNCHECKED,,0,4072699,EVENT,,<auto>,1602067284345
41256,062 Destruction of pituitary gland or lesion,062,062 Destruction of pituitary gland or lesion,,-1,,0.7897530794143677,UNCHECKED,,0,4307666,EVENT,,<auto>,1602067286308
41256,"647.1 Extirpation of lesion of scrotum or testis, not elsewhere classified : scrotum",6471,"647.1 Extirpation of lesion of scrotum or testis, not elsewhere classified : scrotum",,-1,,0.549421489238739,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067288493
41256,"720.2 Culdotomy, pouch of douglas : posterior colpotomy",7202,"720.2 Culdotomy, pouch of douglas : posterior colpotomy",,-1,,0.5011354684829712,UNCHECKED,,0,4207210,EVENT,,<auto>,1602067290649
41256,543.4 Portal anastomosis or shunt : extracorporeal portal filtration,5434,543.4 Portal anastomosis or shunt : extracorporeal portal filtration,,-1,,0.36635878682136536,UNCHECKED,,0,4224193,EVENT,,<auto>,1602067291386
41256,797.1 Other bone fusion : stapling of epiphysis to diaphysis,7971,797.1 Other bone fusion : stapling of epiphysis to diaphysis,,-1,,0.4505901038646698,UNCHECKED,,0,4195172,EVENT,,<auto>,1602067292259
41256,888.3 Arterial injection or perfusion : arterial puncture (diagnostic),8883,888.3 Arterial injection or perfusion : arterial puncture (diagnostic),,-1,,0.44540050625801086,UNCHECKED,,0,42872668,EVENT,,<auto>,1602067293203
41256,272.1 Removal of salivary calculus : parotid duct by incision,2721,272.1 Removal of salivary calculus : parotid duct by incision,,-1,,0.5032899975776672,UNCHECKED,,0,4114329,EVENT,,<auto>,1602067294193
41256,063 Other operations related to pituitary or pineal gland,063,063 Other operations related to pituitary or pineal gland,,-1,,0.6237657070159912,UNCHECKED,,0,4139003,EVENT,,<auto>,1602067296894
41256,"163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag",1635,"163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag",,-1,,0.4728473424911499,UNCHECKED,,0,2000002,EVENT,,<auto>,1602067297334
41256,"720.4 Culdotomy, pouch of douglas : with sterilization",7204,"720.4 Culdotomy, pouch of douglas : with sterilization",,-1,,0.4946202337741852,UNCHECKED,,0,4207210,EVENT,,<auto>,1602067298608
41256,889 Other operations on arteries,889,889 Other operations on arteries,,-1,,0.5276246666908264,UNCHECKED,,0,2003125,EVENT,,<auto>,1602067298853
41256,721 Colpotomy,721,721 Colpotomy,,-1,,0.6968469619750977,UNCHECKED,,0,4166765,EVENT,,<auto>,1602067300106
41256,"647.2 Extirpation of lesion of scrotum or testis, not elsewhere classified : testis",6472,"647.2 Extirpation of lesion of scrotum or testis, not elsewhere classified : testis",,-1,,0.5505290627479553,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067300238
41256,648 Orchidopexy,648,648 Orchidopexy,,-1,,0.7365118265151978,UNCHECKED,,0,4310552,EVENT,,<auto>,1602067301904
41256,"544 Other operations on abdominal veins, not elsewhere classified",544,"544 Other operations on abdominal veins, not elsewhere classified",,-1,,0.7075604200363159,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067302434
41256,797.2 Other bone fusion : closed reduction of slipped epiphysis,7972,797.2 Other bone fusion : closed reduction of slipped epiphysis,,-1,,0.46782732009887695,UNCHECKED,,0,4118729,EVENT,,<auto>,1602067302714
41256,721.1 Colpotomy : anterior colpotomy,7211,721.1 Colpotomy : anterior colpotomy,,-1,,0.533592939376831,UNCHECKED,,0,4206905,EVENT,,<auto>,1602067305086
41256,272.2 Removal of salivary calculus : parotid duct by manipulation,2722,272.2 Removal of salivary calculus : parotid duct by manipulation,,-1,,0.5830481648445129,UNCHECKED,,0,4069028,EVENT,,<auto>,1602067306809
41256,648.1 Orchidopexy : implantation in thigh,6481,648.1 Orchidopexy : implantation in thigh,,-1,,0.4997295141220093,UNCHECKED,,0,4310552,EVENT,,<auto>,1602067308723
41256,889.1 Other operations on arteries : production of arterio-venous fistula,8891,889.1 Other operations on arteries : production of arterio-venous fistula,,-1,,0.43570971488952637,UNCHECKED,,0,4101538,EVENT,,<auto>,1602067308745
41256,063.1 Other operations related to pituitary or pineal gland : pituitary stalk,0631,063.1 Other operations related to pituitary or pineal gland : pituitary stalk,,-1,,0.5277665257453918,UNCHECKED,,0,4139003,EVENT,,<auto>,1602067309375
41256,722 Obliteration of vagina,722,722 Obliteration of vagina,,-1,,0.7341986894607544,UNCHECKED,,0,4032617,EVENT,,<auto>,1602067309495
41256,797.3 Other bone fusion : open reduction of slipped epiphysis,7973,797.3 Other bone fusion : open reduction of slipped epiphysis,,-1,,0.49489083886146545,UNCHECKED,,0,4174672,EVENT,,<auto>,1602067311370
41256,649 Repair of testis and adnexa,649,649 Repair of testis and adnexa,,-1,,0.5222756266593933,UNCHECKED,,0,4246684,EVENT,,<auto>,1602067312540
41256,"163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant",1637,"163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant",,-1,,0.4871320426464081,UNCHECKED,,0,4231278,EVENT,,<auto>,1602067312879
41256,798 Puncture of bone,798,798 Puncture of bone,,-1,,0.5622616410255432,UNCHECKED,,0,45878978,EVENT,,<auto>,1602067314634
41256,722.1 Obliteration of vagina : obliteration of cul-de-sac,7221,722.1 Obliteration of vagina : obliteration of cul-de-sac,,-1,,0.6693755388259888,UNCHECKED,,0,4230542,EVENT,,<auto>,1602067315038
41256,"544.2 Other operations on abdominal veins, not elsewhere classified : anti-embolic filter",5442,"544.2 Other operations on abdominal veins, not elsewhere classified : anti-embolic filter",,-1,,0.5609221458435059,UNCHECKED,,0,2000598,EVENT,,<auto>,1602067315651
41256,272.3 Removal of salivary calculus : submandibular duct by incision,2723,272.3 Removal of salivary calculus : submandibular duct by incision,,-1,,0.59532630443573,UNCHECKED,,0,4113387,EVENT,,<auto>,1602067315993
41256,164 Other operations on sclera,164,164 Other operations on sclera,,-1,,0.734384298324585,UNCHECKED,,0,2000562,EVENT,,<auto>,1602067316884
41256,889.2 Other operations on arteries : revision of previous vascular operation,8892,889.2 Other operations on arteries : revision of previous vascular operation,,-1,,0.38725176453590393,UNCHECKED,,0,2002210,EVENT,,<auto>,1602067316982
41256,798.1 Puncture of bone : biopsy of bone,7981,798.1 Puncture of bone : biopsy of bone,,-1,,0.4476657807826996,UNCHECKED,,0,45760659,EVENT,,<auto>,1602067318671
41256,063.3 Other operations related to pituitary or pineal gland : pineal,0633,063.3 Other operations related to pituitary or pineal gland : pineal,,-1,,0.531631350517273,UNCHECKED,,0,4139003,EVENT,,<auto>,1602067318952
41256,649.1 Repair of testis and adnexa : with skin graft,6491,649.1 Repair of testis and adnexa : with skin graft,,-1,,0.45020803809165955,UNCHECKED,,0,37204865,EVENT,,<auto>,1602067319124
41256,890 Phlebotomy (with thrombectomy),890,890 Phlebotomy (with thrombectomy),,-1,,0.5076085925102234,UNCHECKED,,0,4245372,EVENT,,<auto>,1602067319865
41256,549 Other operations on spleen,549,549 Other operations on spleen,,-1,,0.713503360748291,UNCHECKED,,0,2002409,EVENT,,<auto>,1602067319983
41256,065 Partial adrenalectomy,065,065 Partial adrenalectomy,,-1,,0.7668045163154602,UNCHECKED,,0,4141142,EVENT,,<auto>,1602067322449
41256,"890.2 Phlebotomy (with thrombectomy) : thrombectomy, embolectomy",8902,"890.2 Phlebotomy (with thrombectomy) : thrombectomy, embolectomy",,-1,,0.3826374113559723,UNCHECKED,,0,4245372,EVENT,,<auto>,1602067323185
41256,798.2 Puncture of bone : biopsy of marrow,7982,798.2 Puncture of bone : biopsy of marrow,,-1,,0.4166678786277771,UNCHECKED,,0,4029787,EVENT,,<auto>,1602067323652
