"field_id","value_code","value_name"
"41273","0522","052.2 Operations on vessels of brain : other operations on aneurysm nec"
"41273","0523","052.3 Operations on vessels of brain : excision"
"41273","053","053 Evacuation of haematoma or cyst"
"41273","0531","053.1 Evacuation of haematoma or cyst : subdural"
"41273","0532","053.2 Evacuation of haematoma or cyst : temporal lobe"
"41273","0533","053.3 Evacuation of haematoma or cyst : extradural"
"41273","054","054 Infective lesion of brain"
"41273","0541","054.1 Infective lesion of brain : drainage of abscess"
"41273","055","055 Excision of intracranial lesion"
"41273","0552","055.2 Excision of intracranial lesion : trans-sphenoidal"
"41273","0553","055.3 Excision of intracranial lesion : infra-tentorial approach"
"41273","0554","055.4 Excision of intracranial lesion : frontal approach"
"41273","0555","055.5 Excision of intracranial lesion : cortical excision"
"41273","0556","055.6 Excision of intracranial lesion : hernia"
"41273","057","057 Biopsy of brain"
"41273","059","059 Intracranial operations, not elsewhere classified"
"41273","0591","059.1 Intracranial operations, not elsewhere classified : exploration"
"41273","061","061 Hypophysectomy"
"41273","0611","061.1 Hypophysectomy : paranasal trans-sphenoidal"
"41273","0612","061.2 Hypophysectomy : intracranial trans-frontal"
"41273","062","062 Destruction of pituitary gland or lesion"
"41273","063","063 Other operations related to pituitary or pineal gland"
"41273","0631","063.1 Other operations related to pituitary or pineal gland : pituitary stalk"
"41273","0633","063.3 Other operations related to pituitary or pineal gland : pineal"
"41273","065","065 Partial adrenalectomy"
"41273","066","066 Excision of adrenal gland, not otherwise classified"
"41273","067","067 Bilateral adrenalectomy"
"41273","068","068 Bilateral adrenalectomy and oophorectomy"
"41273","069","069 Other operations on adrenal gland"
"41273","0691","069.1 Other operations on adrenal gland : biopsy"
"41273","070","070 Incision of thyroid field"
"41273","071","071 Partial thyroidectomy"
"41273","0711","071.1 Partial thyroidectomy : biopsy"
"41273","0712","071.2 Partial thyroidectomy : nodule"
"41273","0713","071.3 Partial thyroidectomy : isthmectomy"
"41273","0714","071.4 Partial thyroidectomy : isthmectomy"
"41273","0715","071.5 Partial thyroidectomy : lobectomy"
"41273","0716","071.6 Partial thyroidectomy : hemithyroidectomy"
"41273","072","072 Thyroidectomy, not elsewhere classified"
"41273","0721","072.1 Thyroidectomy, not elsewhere classified : total thyroidectomy"
"41273","0722","072.2 Thyroidectomy, not elsewhere classified : with wide block dissection"
"41273","074","074 Thyroidectomy of aberrant thyroid"
"41273","0741","074.1 Thyroidectomy of aberrant thyroid : substernal thyroid"
"41273","075","075 Other operations on thyroid gland"
"41273","0751","075.1 Other operations on thyroid gland : biopsy, retrosternal"
"41273","076","076 Operations on parathyroid glands"
"41273","0761","076.1 Operations on parathyroid glands : biopsy"
"41273","0763","076.3 Operations on parathyroid glands : partial parathyroidectomy"
"41273","0764","076.4 Operations on parathyroid glands : global parathyroidectomy"
"41273","0765","076.5 Operations on parathyroid glands : transplant"
"41273","077","077 Thymectomy"
"41273","078","078 Other operations on thymus"
"41273","079","079 Other glandular operations, not elsewhere classified"
"41273","0792","079.2 Other glandular operations, not elsewhere classified : carotid body"
"41273","0793","079.3 Other glandular operations, not elsewhere classified : other vascular bodies"
"41273","0794","079.4 Other glandular operations, not elsewhere classified : aortic bodies"
"41273","080","080 Excision of cervical lymph nodes"
"41273","0801","080.1 Excision of cervical lymph nodes : biopsy (scalene node)"
"41273","0802","080.2 Excision of cervical lymph nodes : block dissection"
"41273","0803","080.3 Excision of cervical lymph nodes : radical cervical"
"41273","0806","080.6 Excision of cervical lymph nodes : simple excision"
"41273","081","081 Removal of cervical rib"
"41273","082","082 Operations on arteries in neck, not elsewhere classified"
"41273","0822","082.2 Operations on arteries in neck, not elsewhere classified : embolectomy"
"41273","0823","082.3 Operations on arteries in neck, not elsewhere classified : resection with graft"
"41273","0824","082.4 Operations on arteries in neck, not elsewhere classified : bypass graft"
"41273","0825","082.5 Operations on arteries in neck, not elsewhere classified : implantation of graft"
"41273","0826","082.6 Operations on arteries in neck, not elsewhere classified : resection with reanastomosis"
"41273","0827","082.7 Operations on arteries in neck, not elsewhere classified : suture of vessel"
"41273","083","083 Perfusion of head and neck"
"41273","084","084 Cerebral arteriography"
"41273","085","085 Excision of cyst or fistula"
"41273","0851","085.1 Excision of cyst or fistula : incision thyroglossal tract or duct"
"41273","0852","085.2 Excision of cyst or fistula : excision thyroglossal tract or duct"
"41273","0853","085.3 Excision of cyst or fistula : incision branchial cleft, sinus or fistula"
"41273","0854","085.4 Excision of cyst or fistula : excision branchial cleft, sinus or fistula"
"41273","089","089 Other operations in neck region, not elsewhere classified"
"41273","0891","089.1 Other operations in neck region, not elsewhere classified : drainage of abscess"
"41273","0892","089.2 Other operations in neck region, not elsewhere classified : ligation of vein venous anastomsis"
"41273","0893","089.3 Other operations in neck region, not elsewhere classified : catheterization of vessel, not elsewhere"
"41273","1","1 Operations on thoracic duct"
"41273","100","100 Orbitotomy"
"41273","1001","100.1 Orbitotomy : biopsy of orbit"
"41273","1002","100.2 Orbitotomy : abscess, haematoma"
"41273","1003","100.3 Orbitotomy : removal of foreign body"
"41273","101","101 Exenteration of orbit, not elsewhere classified"
"41273","102","102 Repair of socket"
"41273","103","103 Removal of eyeball"
"41273","104","104 Evisceration of contents of eyeball"
"41273","107","107 Extirpation of lesion of eye or orbit, not elsewhere classified"
"41273","108","108 Orbital implant"
"41273","1081","108.1 Orbital implant : insertion or removal of implant"
"41273","1082","108.2 Orbital implant : re-insertion"
"41273","109","109 Other operation on orbit"
"41273","1091","109.1 Other operation on orbit : injection"
"41273","1094","109.4 Other operation on orbit : open reduction of orbital fracture"
"41273","110","110 Tenotomy or myotomy, eye muscle"
"41273","1101","110.1 Tenotomy or myotomy, eye muscle : oblique muscles"
"41273","1102","110.2 Tenotomy or myotomy, eye muscle : superior or inferior recti"
"41273","112","112 Resection or shortening, eye muscle"
"41273","1121","112.1 Resection or shortening, eye muscle : medial"
"41273","1122","112.2 Resection or shortening, eye muscle : lateral rectus"
"41273","1123","112.3 Resection or shortening, eye muscle : shortening of superior oblique"
"41273","113","113 Advancement and recession of eye muscle, not elsewhere classified"
"41273","1131","113.1 Advancement and recession of eye muscle, not elsewhere classified : advancement"
"41273","1132","113.2 Advancement and recession of eye muscle, not elsewhere classified : recession"
"41273","1133","113.3 Advancement and recession of eye muscle, not elsewhere classified : combined resection and recession"
"41273","1134","113.4 Advancement and recession of eye muscle, not elsewhere classified : combined resection and advanceme"
"41273","114","114 Other operation on eye muscle"
"41273","1141","114.1 Other operation on eye muscle : transplantation, not elsewhere classified"
"41273","1142","114.2 Other operation on eye muscle : muscle slide, lengthening"
"41273","1143","114.3 Other operation on eye muscle : freeing of adhesions"
"41273","1144","114.4 Other operation on eye muscle : excision of lesion"
"41273","1145","114.5 Other operation on eye muscle : suture or repair"
"41273","115","115 Operation on oculomotor nerve"
"41273","117","117 Correction of ptosis"
"41273","1171","117.1 Correction of ptosis : levator muscle operation"
"41273","1172","117.2 Correction of ptosis : use of frontal is muscle"
"41273","1173","117.3 Correction of ptosis : sling operations"
"41273","1174","117.4 Correction of ptosis : use of superior rectus"
"41273","118","118 Canthotomy"
"41273","119","119 Canthoplasty"
"41273","1192","119.2 Canthoplasty : repair epicanthus"
"41273","120","120 Blepharotomy"
"41273","1201","120.1 Blepharotomy : biopsy"
"41273","1202","120.2 Blepharotomy : drainage of abscess (hordoleum, style)"
"41273","121","121 Blepharoplasty and tarsoplasty"
"41273","1211","121.1 Blepharoplasty and tarsoplasty : correction of ectropion"
"41273","1212","121.2 Blepharoplasty and tarsoplasty : skin, amniotic, cartilage graft"
"41273","1213","121.3 Blepharoplasty and tarsoplasty : plastic operation, not elsewhere classified"
"41273","1214","121.4 Blepharoplasty and tarsoplasty : reconstruction"
"41273","1215","121.5 Blepharoplasty and tarsoplasty : correction of entropian"
"41273","1216","121.6 Blepharoplasty and tarsoplasty : grey line slit"
"41273","122","122 Excision of lesion of eyelid or tarsal plate, not elsewhere classified"
"41273","123","123 Blepharorrhapy"
"41273","126","126 Chalazion operations"
"41273","128","128 Suture of eyelids, protective"
"41273","129","129 Other operations on eyelid"
"41273","1293","129.3 Other operations on eyelid : epilation of eye lash"
"41273","131","131 Incision of conjunctiva"
"41273","132","132 Pterygium operation"
"41273","1321","132.1 Pterygium operation : with conjunctival flap"
"41273","1322","132.2 Pterygium operation : transplant"
"41273","134","134 Other excision of lesion of conjunctiva"
"41273","1341","134.1 Other excision of lesion of conjunctiva : biopsy"
"41273","1342","134.2 Other excision of lesion of conjunctiva : grattage, scarification, curettage"
"41273","135","135 Suture of conjunctiva"
"41273","136","136 Plastic and other repair of conjunctiva"
"41273","139","139 Other operation on conjunctiva"
"41273","1391","139.1 Other operation on conjunctiva : removal of embedded foreign body"
"41273","1392","139.2 Other operation on conjunctiva : peritomy"
"41273","1393","139.3 Other operation on conjunctiva : division of adhesions and symblepharon"
"41273","140","140 Keratotomy"
"41273","142","142 Excision and destruction of lesion of cornea"
"41273","143","143 Removal of foreign body in anterior eye"
"41273","1431","143.1 Removal of foreign body in anterior eye : magnetic extraction"
"41273","144","144 Suture of cornea"
"41273","145","145 Keratorplasty"
"41273","1451","145.1 Keratorplasty : lamellar graft"
"41273","1452","145.2 Keratorplasty : whole thickness graft"
"41273","1453","145.3 Keratorplasty : refractive keratopiasty"
"41273","1454","145.4 Keratorplasty : keratoprosthetic implant"
"41273","149","149 Other operation on cornea"
"41273","1491","149.1 Other operation on cornea : biopsy"
"41273","1492","149.2 Other operation on cornea : tattooing"
"41273","150","150 Iridotomy"
"41273","1501","150.1 Iridotomy : iridodialysis"
"41273","1502","150.2 Iridotomy : iridosclerotomy"
"41273","1503","150.3 Iridotomy : removal of foreign body"
"41273","1504","150.4 Iridotomy : transfixation"
"41273","151","151 Iridectomy"
"41273","1512","151.2 Iridectomy : for glaucoma"
"41273","1513","151.3 Iridectomy : optical"
"41273","1514","151.4 Iridectomy : partial iridocyclectomy"
"41273","1517","151.7 Iridectomy : bilateral"
"41273","153","153 Iridoplasty and filtering operations"
"41273","155","155 Other operations on iris"
"41273","1551","155.1 Other operations on iris : excision of lesion"
"41273","1552","155.2 Other operations on iris : stretching,  iridotasis"
"41273","156","156 Cyclodialysis"
"41273","157","157 Destruction of ciliary body"
"41273","1573","157.3 Destruction of ciliary body : goniotomy"
"41273","1574","157.4 Destruction of ciliary body : trabeculectomy"
"41273","158","158 Other operations on anterior chamber"
"41273","1581","158.1 Other operations on anterior chamber : paracentesis"
"41273","1582","158.2 Other operations on anterior chamber : injection"
"41273","159","159 Other operation on iris and ciliary body"
"41273","1591","159.1 Other operation on iris and ciliary body : biopsy"
"41273","1592","159.2 Other operation on iris and ciliary body : excision of prolapsed iris"
"41273","161","161 Sclerectomy, not elsewhere classified"
"41273","162","162 Corneo-scleral trephine and sclerotomy"
"41273","163","163 Buckling procedure for retinal reattachment, not elsewhere classified"
"41273","1631","163.1 Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast"
"41273","1632","163.2 Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin"
"41273","1635","163.5 Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag"
"41273","1637","163.7 Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant"
"41273","164","164 Other operations on sclera"
"41273","1641","164.1 Other operations on sclera : drainage of subretinal fluid release of vitreous traction"
"41273","1642","164.2 Other operations on sclera : suture of wound or injury"
"41273","1643","164.3 Other operations on sclera : repair of staphyloma"
"41273","1644","164.4 Other operations on sclera : scleroplasty"
"41273","165","165 Elevation of choroid"
"41273","166","166 Coagulation of retina or lesion"
"41273","1661","166.1 Coagulation of retina or lesion : photo-coagulation (light)"
"41273","1662","166.2 Coagulation of retina or lesion : chemical diathermy, electrocoagulation"
"41273","1663","166.3 Coagulation of retina or lesion : cryotherapy probe"
"41273","167","167 Extraction of foreign body from eye, not classified elsewhere"
"41273","1671","167.1 Extraction of foreign body from eye, not classified elsewhere : magnetic extraction"
"41273","168","168 Operations on vitreous segment"
"41273","1681","168.1 Operations on vitreous segment : aspiration"
"41273","1682","168.2 Operations on vitreous segment : replacement"
"41273","169","169 Other operations on retina, or choroid"
"41273","1691","169.1 Other operations on retina, or choroid : biopsy of retina or choroid."
"41273","170","170 Discission of cataract and capsulotomy"
"41273","1701","170.1 Discission of cataract and capsulotomy : anterior lens capsule"
"41273","1702","170.2 Discission of cataract and capsulotomy : posterior lens capsule"
"41273","1703","170.3 Discission of cataract and capsulotomy : discission after cataract"
"41273","172","172 Capsulectomy, not elsewhere classified"
"41273","173","173 Extra-capsular extraction of cataract"
"41273","174","174 Intra-capsular extraction of cataract"
"41273","1741","174.1 Intra-capsular extraction of cataract : forceps extraction"
"41273","1742","174.2 Intra-capsular extraction of cataract : linear extraction"
"41273","1743","174.3 Intra-capsular extraction of cataract : chymotrypsin"
"41273","1744","174.4 Intra-capsular extraction of cataract : suction, ventouse, erisiphake"
"41273","1745","174.5 Intra-capsular extraction of cataract : cryo-extraction"
"41273","176","176 Other extraction of lens, not elsewhere classified"
"41273","178","178 Intra-ocular aphakia implant"
"41273","1781","178.1 Intra-ocular aphakia implant : insertion"
"41273","1782","178.2 Intra-ocular aphakia implant : removal"
"41273","179","179 Other operation on lens"
"41273","1791","179.1 Other operation on lens : biopsy"
"41273","1792","179.2 Other operation on lens : removal of foreign body by magnet"
"41273","1793","179.3 Other operation on lens : removal of foreign body by incision"
"41273","180","180 Operations on lacrimal gland"
"41273","1801","180.1 Operations on lacrimal gland : biopsy of gland"
"41273","1802","180.2 Operations on lacrimal gland : incision, exploration"
"41273","1803","180.3 Operations on lacrimal gland : excision"
"41273","181","181 Dacryocystectomy"
"41273","182","182 Dacryocystorhinostomy"
"41273","183","183 Instrumentation of nasolacrimal duct"
"41273","1831","183.1 Instrumentation of nasolacrimal duct : dilatation"
"41273","184","184 Incision of lacrimal sac"
"41273","185","185 Other operation on lacrimal apparatus"
"41273","1851","185.1 Other operation on lacrimal apparatus : reduction of mucocele"
"41273","1852","185.2 Other operation on lacrimal apparatus : CDCR conjunctiyo-dacryo-cystostomy"
"41273","1853","185.3 Other operation on lacrimal apparatus : enlargement of punctum lacrimale"
"41273","1854","185.4 Other operation on lacrimal apparatus : biopsy of sac"
"41273","187","187 Probing of lacrimal passage"
"41273","189","189 Other operation on eye"
"41273","1891","189.1 Other operation on eye : biopsy of eye, not otherwise stated"
"41273","190","190 Incision of external ear"
"41273","1901","190.1 Incision of external ear : drainage of abscess"
"41273","191","191 Excision and destruction of external ear or lesion"
"41273","192","192 Other operation on external ear"
"41273","1921","192.1 Other operation on external ear : biopsy"
"41273","1924","192.4 Other operation on external ear : repair"
"41273","1925","192.5 Other operation on external ear : reconstruction of meatus"
"41273","1926","192.6 Other operation on external ear : correction of anomaly"
"41273","193","193 Myringotomy and tympanostomy"
"41273","1931","193.1 Myringotomy and tympanostomy : paracentesis"
"41273","1932","193.2 Myringotomy and tympanostomy : injection"
"41273","1933","193.3 Myringotomy and tympanostomy : drainage, insertion of tympanostomy tube"
"41273","1934","193.4 Myringotomy and tympanostomy : exploratory, tympanotomy"
"41273","1936","193.6 Myringotomy and tympanostomy : removal of tympanostomy tube"
"41273","194","194 Middle ear operations, not elsewhere classified"
"41273","1941","194.1 Middle ear operations, not elsewhere classified : repair of drum"
"41273","1942","194.2 Middle ear operations, not elsewhere classified : reconstruction, not elsewhere classified"
"41273","1943","194.3 Middle ear operations, not elsewhere classified : excision of lesion"
"41273","1944","194.4 Middle ear operations, not elsewhere classified : other removal of tissue"
"41273","1946","194.6 Middle ear operations, not elsewhere classified : other tympanoplasty"
"41273","1947","194.7 Middle ear operations, not elsewhere classified : revision of tympanoplasty"
"41273","195","195 Operation on ossicles"
"41273","1951","195.1 Operation on ossicles : stapes mobilisation"
"41273","1952","195.2 Operation on ossicles : stapedectomy"
"41273","1953","195.3 Operation on ossicles : reconstruction of ossicular chain"
"41273","1954","195.4 Operation on ossicles : prosthesis"
"41273","1955","195.5 Operation on ossicles : graft"
"41273","1956","195.6 Operation on ossicles : division of sclerosis"
"41273","1957","195.7 Operation on ossicles : revision of stapedectomy"
"41273","200","200 Incision of mastoid and middle ear"
"41273","2001","200.1 Incision of mastoid and middle ear : antrostomy, (conservative) mastoid"
"41273","2003","200.3 Incision of mastoid and middle ear : post-auricular abscess"
"41273","2004","200.4 Incision of mastoid and middle ear : hypotympanotomy"
"41273","2008","200.8 Incision of mastoid and middle ear : other specified"
"41273","201","201 Mastoidectomy and related bone exposure"
"41273","2011","201.1 Mastoidectomy and related bone exposure : radical (modified) and attico-antrotomy"
"41273","2012","201.2 Mastoidectomy and related bone exposure : zygomatic extension"
"41273","2013","201.3 Mastoidectomy and related bone exposure : lateral sinus exploration"
"41273","2014","201.4 Mastoidectomy and related bone exposure : petrous bone"
"41273","2015","201.5 Mastoidectomy and related bone exposure : removal of outer attic wall"
"41273","202","202 Secondary mastoid operation"
"41273","2021","202.1 Secondary mastoid operation : revision, repair"
"41273","2022","202.2 Secondary mastoid operation : closure of fistula"
"41273","203","203 Fenestration operations"
"41273","2031","203.1 Fenestration operations : with vein graft"
"41273","2032","203.2 Fenestration operations : without"
"41273","2033","203.3 Fenestration operations : re-opening, revision"
"41273","205","205 Operations on nerves in ear"
"41273","206","206 Operations on cochlea"
"41273","207","207 Operations on vestibular apparatus"
"41273","2071","207.1 Operations on vestibular apparatus : injection"
"41273","2072","207.2 Operations on vestibular apparatus : incision drainage"
"41273","2074","207.4 Operations on vestibular apparatus : removal of membrane"
"41273","2075","207.5 Operations on vestibular apparatus : destruction"
"41273","2076","207.6 Operations on vestibular apparatus : endolymphatic decompression"
"41273","2077","207.7 Operations on vestibular apparatus : decompression"
"41273","208","208 Operation of inner ear, not elsewhere classified"
"41273","2082","208.2 Operation of inner ear, not elsewhere classified : labyrinthotomy"
"41273","2083","208.3 Operation of inner ear, not elsewhere classified : labyrinthectomy"
"41273","209","209 Other operations on ear, not elsewhere classified"
"41273","2091","209.1 Other operations on ear, not elsewhere classified : biopsy"
"41273","210","210 Incision of external nose"
"41273","211","211 Incision or destruction of lesion of external nose"
"41273","2111","211.1 Incision or destruction of lesion of external nose : incision"
"41273","2112","211.2 Incision or destruction of lesion of external nose : excision"
"41273","212","212 Incision of septum or nasal wall"
"41273","213","213 Sub-mucous resection of septum"
"41273","214","214 Other operation on nasal septum"
"41273","2141","214.1 Other operation on nasal septum : implant, prosthetic material"
"41273","2142","214.2 Other operation on nasal septum : graft, repair"
"41273","2143","214.3 Other operation on nasal septum : closure of perforation"
"41273","215","215 Turbinectomy"
"41273","216","216 Polypectomy"
"41273","217","217 Excision of other lesions of nose and face"
"41273","2171","217.1 Excision of other lesions of nose and face : adhesions, atresia (choanal)"
"41273","2172","217.2 Excision of other lesions of nose and face : sequestrum"
"41273","2173","217.3 Excision of other lesions of nose and face : lesion of facial bone"
"41273","2174","217.4 Excision of other lesions of nose and face : excision with bone graft"
"41273","2175","217.5 Excision of other lesions of nose and face : excision encephalocele (nasal)"
"41273","219","219 Reduction of fracture of nose and face"
"41273","2194","219.4 Reduction of fracture of nose and face : nasal bone"
"41273","2195","219.5 Reduction of fracture of nose and face : malar bone"
"41273","2196","219.6 Reduction of fracture of nose and face : zygomatic arch"
"41273","220","220 Plastic repair of nose"
"41273","2201","220.1 Plastic repair of nose : osteoplasty facial bone of cartilage, bone"
"41273","221","221 Haemostasis, nasal cavity"
"41273","222","222 Treatment of lesion of nasal mucosa"
"41273","2221","222.1 Treatment of lesion of nasal mucosa : of turbinal bones"
"41273","223","223 Operation on eustachian canal"
"41273","2231","223.1 Operation on eustachian canal : intubation, insufflation"
"41273","224","224 Other operations on nose and face"
"41273","2241","224.1 Other operations on nose and face : biopsy"
"41273","2242","224.2 Other operations on nose and face : incision of facial bones"
"41273","2243","224.3 Other operations on nose and face : other operations nec facial bones"
"41273","225","225 Puncture of maxillary antrum"
"41273","226","226 Operative drainage of maxillary antrum"
"41273","2261","226.1 Operative drainage of maxillary antrum : intranasal"
"41273","2262","226.2 Operative drainage of maxillary antrum : external (canine fosse) approach"
"41273","227","227 Other operation on maxillary bone and antrum"
"41273","2271","227.1 Other operation on maxillary bone and antrum : excision of lesion"
"41273","2272","227.2 Other operation on maxillary bone and antrum : excision of maxilla"
"41273","228","228 Drainage or excision nasal sinus, not elsewhere classified"
"41273","2281","228.1 Drainage or excision nasal sinus, not elsewhere classified : drainage: frontal"
"41273","2282","228.2 Drainage or excision nasal sinus, not elsewhere classified : drainage: ethmoidal, sphenoidal"
"41273","2283","228.3 Drainage or excision nasal sinus, not elsewhere classified : excision: frontal"
"41273","2284","228.4 Drainage or excision nasal sinus, not elsewhere classified : excision: ethmoidal, sphenoidal"
"41273","2285","228.5 Drainage or excision nasal sinus, not elsewhere classified : biopsy of sinus"
"41273","229","229 Operation on nasal sinus, not elsewhere classified"
"41273","2291","229.1 Operation on nasal sinus, not elsewhere classified : enlargement of fronto-nasal duct"
"41273","2292","229.2 Operation on nasal sinus, not elsewhere classified : antro-buccal closure"
"41273","2293","229.3 Operation on nasal sinus, not elsewhere classified : elevation of fracture of bone"
"41273","230","230 Incision of nasopharynx or tonsil"
"41273","2301","230.1 Incision of nasopharynx or tonsil : peritonsillar abscess, tonsillar abscess"
"41273","2302","230.2 Incision of nasopharynx or tonsil : retro-pharyngeal abscess"
