"field_id","field_name","value_code","value_name","category_name","item_count","notes"
54,"UK Biobank assessment centre","11003","Cardiff","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11004","Glasgow","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11005","Edinburgh","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11006","Stoke","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11007","Reading","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11008","Bury","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11009","Newcastle","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11010","Leeds","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11011","Bristol","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11012","Barts","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11013","Nottingham","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11014","Sheffield","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11016","Liverpool","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11017","Middlesborough","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11018","Hounslow","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11020","Croydon","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11021","Birmingham","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11022","Swansea","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11023","Wrexham","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11024","Cheadle (revisit)","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11025","Cheadle (imaging)","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11026","Reading (imaging)","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11027","Newcastle (imaging)","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
54,"UK Biobank assessment centre","11028","Bristol (imaging)","Reception",574646,"The UK Biobank assessment centre at which participant consented.<p>Automatically acquired at participant consent"
55,"Month of attending assessment centre","1","January","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","10","October","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","11","November","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","12","December","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","2","February","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","3","March","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","4","April","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","5","May","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","6","June","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","7","July","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","8","August","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
55,"Month of attending assessment centre","9","September","Reception",574651,"Calendar month that participant attended a UK Biobank assessment centre.<p>Automatically acquired at Reception stage."
190,"Reason lost to follow-up","1","Death reported to UK Biobank by a relative","Ongoing characteristics",1298,"Indicates the reason that a person is believed to be lost to follow-up. <p> If there are multiple reasons that a person is lost to follow-up then only the earliest of them is listed. <br> <br> Please note this data-field has not been updated since May 2017. We are hoping to update this data-field to include more recent information in the next year."
190,"Reason lost to follow-up","2","NHS records indicate they are lost to follow-up","Ongoing characteristics",1298,"Indicates the reason that a person is believed to be lost to follow-up. <p> If there are multiple reasons that a person is lost to follow-up then only the earliest of them is listed. <br> <br> Please note this data-field has not been updated since May 2017. We are hoping to update this data-field to include more recent information in the next year."
190,"Reason lost to follow-up","3","NHS records indicate they have left the UK","Ongoing characteristics",1298,"Indicates the reason that a person is believed to be lost to follow-up. <p> If there are multiple reasons that a person is lost to follow-up then only the earliest of them is listed. <br> <br> Please note this data-field has not been updated since May 2017. We are hoping to update this data-field to include more recent information in the next year."
190,"Reason lost to follow-up","4","UK Biobank sources report they have left the UK","Ongoing characteristics",1298,"Indicates the reason that a person is believed to be lost to follow-up. <p> If there are multiple reasons that a person is lost to follow-up then only the earliest of them is listed. <br> <br> Please note this data-field has not been updated since May 2017. We are hoping to update this data-field to include more recent information in the next year."
190,"Reason lost to follow-up","5","Participant has withdrawn consent for future linkage","Ongoing characteristics",1298,"Indicates the reason that a person is believed to be lost to follow-up. <p> If there are multiple reasons that a person is lost to follow-up then only the earliest of them is listed. <br> <br> Please note this data-field has not been updated since May 2017. We are hoping to update this data-field to include more recent information in the next year."
1558,"Alcohol intake frequency.","-3","Prefer not to answer","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","1","Daily or almost daily","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","2","Three or four times a week","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","3","Once or twice a week","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","4","One to three times a month","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","5","Special occasions only","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
1558,"Alcohol intake frequency.","6","Never","Alcohol",573365,"ACE touchscreen question ""About how often do you drink alcohol?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If this varies a lot, please provide an average considering your intake<br>over the last year<br></i></td></tr></table>"
2453,"Cancer diagnosed by doctor","-1","Do not know","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have been told you had cancer, select<br>Do not know and you will be asked about this by an interviewer<br>later during this visit.<br></i></td></tr></table>"
2453,"Cancer diagnosed by doctor","-3","Prefer not to answer","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have been told you had cancer, select<br>Do not know and you will be asked about this by an interviewer<br>later during this visit.<br></i></td></tr></table>"
2453,"Cancer diagnosed by doctor","0","No","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have been told you had cancer, select<br>Do not know and you will be asked about this by an interviewer<br>later during this visit.<br></i></td></tr></table>"
2453,"Cancer diagnosed by doctor","1","Yes - you will be asked about this later by an interviewer","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have been told you had cancer, select<br>Do not know and you will be asked about this by an interviewer<br>later during this visit.<br></i></td></tr></table>"
2473,"Other serious medical condition/disability diagnosed by doctor","-1","Do not know","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are not sure if you have a serious illness<br>or you are not sure that you have had one of the<br>conditions listed previously, enter Do not know<br>and you will be asked about this by an interviewer<br>later in this visit.<br></i></td></tr></table>"
2473,"Other serious medical condition/disability diagnosed by doctor","-3","Prefer not to answer","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are not sure if you have a serious illness<br>or you are not sure that you have had one of the<br>conditions listed previously, enter Do not know<br>and you will be asked about this by an interviewer<br>later in this visit.<br></i></td></tr></table>"
2473,"Other serious medical condition/disability diagnosed by doctor","0","No","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are not sure if you have a serious illness<br>or you are not sure that you have had one of the<br>conditions listed previously, enter Do not know<br>and you will be asked about this by an interviewer<br>later in this visit.<br></i></td></tr></table>"
2473,"Other serious medical condition/disability diagnosed by doctor","1","Yes - you will be asked about this later by an interviewer","Medical conditions",573331,"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are not sure if you have a serious illness<br>or you are not sure that you have had one of the<br>conditions listed previously, enter Do not know<br>and you will be asked about this by an interviewer<br>later in this visit.<br></i></td></tr></table>"
2492,"Taking other prescription medications","-1","Do not know","Medication",573331,"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""
2492,"Taking other prescription medications","-3","Prefer not to answer","Medication",573331,"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""
2492,"Taking other prescription medications","0","No","Medication",573331,"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""
2492,"Taking other prescription medications","1","Yes - you will be asked about this later by an interviewer","Medication",573331,"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""
2844,"Had other major operations","-1","Do not know","Operations",309808,"ACE touchscreen question ""Have you had any other major operations? (for example, operations that required an overnight stay in hospital)""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have had a 'major' operation<br>select Do not know and you will be asked about this by<br>an interviewer later during this visit.<br></i></td></tr></table> <br> The <i>other</i> refers to operations other than hysterectomy and bilateral oophorectomy."
2844,"Had other major operations","-3","Prefer not to answer","Operations",309808,"ACE touchscreen question ""Have you had any other major operations? (for example, operations that required an overnight stay in hospital)""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have had a 'major' operation<br>select Do not know and you will be asked about this by<br>an interviewer later during this visit.<br></i></td></tr></table> <br> The <i>other</i> refers to operations other than hysterectomy and bilateral oophorectomy."
2844,"Had other major operations","0","No","Operations",309808,"ACE touchscreen question ""Have you had any other major operations? (for example, operations that required an overnight stay in hospital)""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have had a 'major' operation<br>select Do not know and you will be asked about this by<br>an interviewer later during this visit.<br></i></td></tr></table> <br> The <i>other</i> refers to operations other than hysterectomy and bilateral oophorectomy."
2844,"Had other major operations","1","Yes - you will be asked about this later by an interviewer","Operations",309808,"ACE touchscreen question ""Have you had any other major operations? (for example, operations that required an overnight stay in hospital)""<p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure if you have had a 'major' operation<br>select Do not know and you will be asked about this by<br>an interviewer later during this visit.<br></i></td></tr></table> <br> The <i>other</i> refers to operations other than hysterectomy and bilateral oophorectomy."
30004,"White blood cell (leukocyte) count acquisition route","0","Direct","Blood count processing",503445,"Route whereby data for White blood cell (leukocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30004,"White blood cell (leukocyte) count acquisition route","1","Backup","Blood count processing",503445,"Route whereby data for White blood cell (leukocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30004,"White blood cell (leukocyte) count acquisition route","2","Archive","Blood count processing",503445,"Route whereby data for White blood cell (leukocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30014,"Red blood cell (erythrocyte) count acquisition route","0","Direct","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30014,"Red blood cell (erythrocyte) count acquisition route","1","Backup","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30014,"Red blood cell (erythrocyte) count acquisition route","2","Archive","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) count was transferred from analyser device to UK Biobank core LIMS database."
30024,"Haemoglobin concentration acquisition route","0","Direct","Blood count processing",503451,"Route whereby data for Haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30024,"Haemoglobin concentration acquisition route","1","Backup","Blood count processing",503451,"Route whereby data for Haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30024,"Haemoglobin concentration acquisition route","2","Archive","Blood count processing",503451,"Route whereby data for Haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30034,"Haematocrit percentage acquisition route","0","Direct","Blood count processing",503451,"Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database."
30034,"Haematocrit percentage acquisition route","1","Backup","Blood count processing",503451,"Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database."
30034,"Haematocrit percentage acquisition route","2","Archive","Blood count processing",503451,"Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database."
30044,"Mean corpuscular volume acquisition route","0","Direct","Blood count processing",503449,"Route whereby data for Mean corpuscular volume was transferred from analyser device to UK Biobank core LIMS database."
30044,"Mean corpuscular volume acquisition route","1","Backup","Blood count processing",503449,"Route whereby data for Mean corpuscular volume was transferred from analyser device to UK Biobank core LIMS database."
30044,"Mean corpuscular volume acquisition route","2","Archive","Blood count processing",503449,"Route whereby data for Mean corpuscular volume was transferred from analyser device to UK Biobank core LIMS database."
30054,"Mean corpuscular haemoglobin acquisition route","0","Direct","Blood count processing",503445,"Route whereby data for Mean corpuscular haemoglobin was transferred from analyser device to UK Biobank core LIMS database."
30054,"Mean corpuscular haemoglobin acquisition route","1","Backup","Blood count processing",503445,"Route whereby data for Mean corpuscular haemoglobin was transferred from analyser device to UK Biobank core LIMS database."
30054,"Mean corpuscular haemoglobin acquisition route","2","Archive","Blood count processing",503445,"Route whereby data for Mean corpuscular haemoglobin was transferred from analyser device to UK Biobank core LIMS database."
30064,"Mean corpuscular haemoglobin concentration acquisition route","0","Direct","Blood count processing",503441,"Route whereby data for Mean corpuscular haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30064,"Mean corpuscular haemoglobin concentration acquisition route","1","Backup","Blood count processing",503441,"Route whereby data for Mean corpuscular haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30064,"Mean corpuscular haemoglobin concentration acquisition route","2","Archive","Blood count processing",503441,"Route whereby data for Mean corpuscular haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database."
30074,"Red blood cell (erythrocyte) distribution width acquisition route","0","Direct","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) distribution width was transferred from analyser device to UK Biobank core LIMS database."
30074,"Red blood cell (erythrocyte) distribution width acquisition route","1","Backup","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) distribution width was transferred from analyser device to UK Biobank core LIMS database."
30074,"Red blood cell (erythrocyte) distribution width acquisition route","2","Archive","Blood count processing",503449,"Route whereby data for Red blood cell (erythrocyte) distribution width was transferred from analyser device to UK Biobank core LIMS database."
30084,"Platelet count acquisition route","0","Direct","Blood count processing",503448,"Route whereby data for Platelet count was transferred from analyser device to UK Biobank core LIMS database."
30084,"Platelet count acquisition route","1","Backup","Blood count processing",503448,"Route whereby data for Platelet count was transferred from analyser device to UK Biobank core LIMS database."
30084,"Platelet count acquisition route","2","Archive","Blood count processing",503448,"Route whereby data for Platelet count was transferred from analyser device to UK Biobank core LIMS database."
30094,"Platelet crit acquisition route","0","Direct","Blood count processing",497774,"Route whereby data for Platelet crit was transferred from analyser device to UK Biobank core LIMS database."
30094,"Platelet crit acquisition route","1","Backup","Blood count processing",497774,"Route whereby data for Platelet crit was transferred from analyser device to UK Biobank core LIMS database."
30094,"Platelet crit acquisition route","2","Archive","Blood count processing",497774,"Route whereby data for Platelet crit was transferred from analyser device to UK Biobank core LIMS database."
30104,"Mean platelet (thrombocyte) volume acquisition route","0","Direct","Blood count processing",503441,"Route whereby data for Mean platelet (thrombocyte) volume was transferred from analyser device to UK Biobank core LIMS database."
30104,"Mean platelet (thrombocyte) volume acquisition route","1","Backup","Blood count processing",503441,"Route whereby data for Mean platelet (thrombocyte) volume was transferred from analyser device to UK Biobank core LIMS database."
30104,"Mean platelet (thrombocyte) volume acquisition route","2","Archive","Blood count processing",503441,"Route whereby data for Mean platelet (thrombocyte) volume was transferred from analyser device to UK Biobank core LIMS database."
30114,"Platelet distribution width acquisition route","0","Direct","Blood count processing",497773,"Route whereby data for Platelet distribution width was transferred from analyser device to UK Biobank core LIMS database."
30114,"Platelet distribution width acquisition route","1","Backup","Blood count processing",497773,"Route whereby data for Platelet distribution width was transferred from analyser device to UK Biobank core LIMS database."
30114,"Platelet distribution width acquisition route","2","Archive","Blood count processing",497773,"Route whereby data for Platelet distribution width was transferred from analyser device to UK Biobank core LIMS database."
30124,"Lymphocyte count acquisition route","0","Direct","Blood count processing",502543,"Route whereby data for Lymphocyte count was transferred from analyser device to UK Biobank core LIMS database."
30124,"Lymphocyte count acquisition route","1","Backup","Blood count processing",502543,"Route whereby data for Lymphocyte count was transferred from analyser device to UK Biobank core LIMS database."
30124,"Lymphocyte count acquisition route","2","Archive","Blood count processing",502543,"Route whereby data for Lymphocyte count was transferred from analyser device to UK Biobank core LIMS database."
30134,"Monocyte count acquisition route","0","Direct","Blood count processing",502543,"Route whereby data for Monocyte count was transferred from analyser device to UK Biobank core LIMS database."
30134,"Monocyte count acquisition route","1","Backup","Blood count processing",502543,"Route whereby data for Monocyte count was transferred from analyser device to UK Biobank core LIMS database."
30134,"Monocyte count acquisition route","2","Archive","Blood count processing",502543,"Route whereby data for Monocyte count was transferred from analyser device to UK Biobank core LIMS database."
30144,"Neutrophill count acquisition route","0","Direct","Blood count processing",502543,"Route whereby data for Neutrophill count was transferred from analyser device to UK Biobank core LIMS database."
30144,"Neutrophill count acquisition route","1","Backup","Blood count processing",502543,"Route whereby data for Neutrophill count was transferred from analyser device to UK Biobank core LIMS database."
30144,"Neutrophill count acquisition route","2","Archive","Blood count processing",502543,"Route whereby data for Neutrophill count was transferred from analyser device to UK Biobank core LIMS database."
30154,"Eosinophill count acquisition route","0","Direct","Blood count processing",502543,"Route whereby data for Eosinophill count was transferred from analyser device to UK Biobank core LIMS database."
30154,"Eosinophill count acquisition route","1","Backup","Blood count processing",502543,"Route whereby data for Eosinophill count was transferred from analyser device to UK Biobank core LIMS database."
30154,"Eosinophill count acquisition route","2","Archive","Blood count processing",502543,"Route whereby data for Eosinophill count was transferred from analyser device to UK Biobank core LIMS database."
30164,"Basophill count acquisition route","0","Direct","Blood count processing",502543,"Route whereby data for Basophill count was transferred from analyser device to UK Biobank core LIMS database."
30164,"Basophill count acquisition route","1","Backup","Blood count processing",502543,"Route whereby data for Basophill count was transferred from analyser device to UK Biobank core LIMS database."
30164,"Basophill count acquisition route","2","Archive","Blood count processing",502543,"Route whereby data for Basophill count was transferred from analyser device to UK Biobank core LIMS database."
30174,"Nucleated red blood cell count acquisition route","0","Direct","Blood count processing",496853,"Route whereby data for Nucleated red blood cell count was transferred from analyser device to UK Biobank core LIMS database."
30174,"Nucleated red blood cell count acquisition route","1","Backup","Blood count processing",496853,"Route whereby data for Nucleated red blood cell count was transferred from analyser device to UK Biobank core LIMS database."
30174,"Nucleated red blood cell count acquisition route","2","Archive","Blood count processing",496853,"Route whereby data for Nucleated red blood cell count was transferred from analyser device to UK Biobank core LIMS database."
30184,"Lymphocyte percentage acquisition route","0","Direct","Blood count processing",502550,"Route whereby data for Lymphocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30184,"Lymphocyte percentage acquisition route","1","Backup","Blood count processing",502550,"Route whereby data for Lymphocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30184,"Lymphocyte percentage acquisition route","2","Archive","Blood count processing",502550,"Route whereby data for Lymphocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30194,"Monocyte percentage acquisition route","0","Direct","Blood count processing",502550,"Route whereby data for Monocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30194,"Monocyte percentage acquisition route","1","Backup","Blood count processing",502550,"Route whereby data for Monocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30194,"Monocyte percentage acquisition route","2","Archive","Blood count processing",502550,"Route whereby data for Monocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30204,"Neutrophill percentage acquisition route","0","Direct","Blood count processing",502550,"Route whereby data for Neutrophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30204,"Neutrophill percentage acquisition route","1","Backup","Blood count processing",502550,"Route whereby data for Neutrophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30204,"Neutrophill percentage acquisition route","2","Archive","Blood count processing",502550,"Route whereby data for Neutrophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30214,"Eosinophill percentage acquisition route","0","Direct","Blood count processing",502550,"Route whereby data for Eosinophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30214,"Eosinophill percentage acquisition route","1","Backup","Blood count processing",502550,"Route whereby data for Eosinophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30214,"Eosinophill percentage acquisition route","2","Archive","Blood count processing",502550,"Route whereby data for Eosinophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30224,"Basophill percentage acquisition route","0","Direct","Blood count processing",502550,"Route whereby data for Basophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30224,"Basophill percentage acquisition route","1","Backup","Blood count processing",502550,"Route whereby data for Basophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30224,"Basophill percentage acquisition route","2","Archive","Blood count processing",502550,"Route whereby data for Basophill percentage was transferred from analyser device to UK Biobank core LIMS database."
30234,"Nucleated red blood cell percentage acquisition route","0","Direct","Blood count processing",496854,"Route whereby data for Nucleated red blood cell percentage was transferred from analyser device to UK Biobank core LIMS database."
30234,"Nucleated red blood cell percentage acquisition route","1","Backup","Blood count processing",496854,"Route whereby data for Nucleated red blood cell percentage was transferred from analyser device to UK Biobank core LIMS database."
30234,"Nucleated red blood cell percentage acquisition route","2","Archive","Blood count processing",496854,"Route whereby data for Nucleated red blood cell percentage was transferred from analyser device to UK Biobank core LIMS database."
30244,"Reticulocyte percentage acquisition route","0","Direct","Blood count processing",494714,"Route whereby data for Reticulocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30244,"Reticulocyte percentage acquisition route","1","Backup","Blood count processing",494714,"Route whereby data for Reticulocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30244,"Reticulocyte percentage acquisition route","2","Archive","Blood count processing",494714,"Route whereby data for Reticulocyte percentage was transferred from analyser device to UK Biobank core LIMS database."
30254,"Reticulocyte count acquisition route","0","Direct","Blood count processing",494715,"Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database."
30254,"Reticulocyte count acquisition route","1","Backup","Blood count processing",494715,"Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database."
30254,"Reticulocyte count acquisition route","2","Archive","Blood count processing",494715,"Route whereby data for Reticulocyte count was transferred from analyser device to UK Biobank core LIMS database."
