"field_id","value_code","value_name","count"
"41256","026","Extirpation of intraspinal lesion","0"
"41256","0261","Extirpation of intraspinal lesion : extramedullary","0"
"41256","0262","Extirpation of intraspinal lesion : intradedullary","0"
"41256","0263","Extirpation of intraspinal lesion : extrusion technique","0"
"41256","027","Repair of spinal cord and meninges","0"
"41256","0275","Repair of spinal cord and meninges : freeing of adhesions","0"
"41256","028","Spinal puncture","0"
"41256","0281","Spinal puncture : spinal myelography","84"
"41256","0282","Spinal puncture : injection of destructive agent","6"
"41256","0283","Spinal puncture : drainage","0"
"41256","0284","Spinal puncture : manometry","0"
"41256","0285","Spinal puncture : diagnostic, not elsewhere classified","38"
"41256","0286","Spinal puncture : cauda equine block","0"
"41256","029","Other operation on spine and contents","0"
"41256","0291","Other operation on spine and contents : biopsy of cord or meninges","0"
"41256","0292","Other operation on spine and contents : removal of foreign body","0"
"41256","0293","Other operation on spine and contents : operation for spinal deformity","0"
"41256","0295","Other operation on spine and contents : aspiration (cyst, abscess)","0"
"41256","0296","Other operation on spine and contents : neuropacemaker, insertion","0"
"41256","032","Decompression of cranial nerve","0"
"41256","034","Injection of cranial nerve or ganglion","0"
"41256","0342","Injection of cranial nerve or ganglion : destructive","0"
"41256","035","Other operations on cranial nerves and ganglia","0"
"41256","0351","Other operations on cranial nerves and ganglia : avulsion","0"
"41256","0352","Other operations on cranial nerves and ganglia : transection","0"
"41256","0353","Other operations on cranial nerves and ganglia : ganglionectomy","0"
"41256","0355","Other operations on cranial nerves and ganglia : repair or anastomosis","0"
"41256","036","Sympathectomy","0"
"41256","0361","Sympathectomy : cervical","0"
"41256","0362","Sympathectomy : stellate","0"
"41256","0363","Sympathectomy : lumbar","4"
"41256","0364","Sympathectomy : splanchnic, presacral","0"
"41256","037","Injection into sympathetic nerve or ganglion","0"
"41256","0372","Injection into sympathetic nerve or ganglion : destructive","0"
"41256","0373","Injection into sympathetic nerve or ganglion : para cervical","0"
"41256","039","Other operation on autonomic nervous system","0"
"41256","0391","Other operation on autonomic nervous system : biopsy","0"
"41256","0392","Other operation on autonomic nervous system : extirpation","0"
"41256","0393","Other operation on autonomic nervous system : periaterial sympathetic","0"
"41256","040","Neurectomy and neurotomy","0"
"41256","0401","Neurectomy and neurotomy : biopsy","0"
"41256","0402","Neurectomy and neurotomy : excision","0"
"41256","0403","Neurectomy and neurotomy : section","0"
"41256","041","Decompression of nerve","17"
"41256","0411","Decompression of nerve : carpel tunnel","0"
"41256","0412","Decompression of nerve : tarsal tunnel","0"
"41256","043","Freeing of adhesions","0"
"41256","0431","Freeing of adhesions : exploration, not elsewhere classified","18"
"41256","045","Extirpation of lesion of peripheral nerve","24"
"41256","046","Neuroplasty and neurorrhaphy","14"
"41256","0461","Neuroplasty and neurorrhaphy : anastomosis","0"
"41256","0462","Neuroplasty and neurorrhaphy : suture","6"
"41256","0463","Neuroplasty and neurorrhaphy : transposition","0"
"41256","048","Injection of peripheral nerve","0"
"41256","0481","Injection of peripheral nerve : destructive","0"
"41256","049","Other operations on peripheral nerves","0"
"41256","0492","Other operations on peripheral nerves : removal of foreign body","0"
"41256","052","Operations on vessels of brain","0"
"41256","0521","Operations on vessels of brain : clip or ligation","0"
"41256","0522","Operations on vessels of brain : other operations on aneurysm nec","0"
"41256","0523","Operations on vessels of brain : excision","0"
"41256","053","Evacuation of haematoma or cyst","0"
"41256","0531","Evacuation of haematoma or cyst : subdural","0"
"41256","0532","Evacuation of haematoma or cyst : temporal lobe","0"
"41256","0533","Evacuation of haematoma or cyst : extradural","0"
"41256","054","Infective lesion of brain","0"
"41256","0541","Infective lesion of brain : drainage of abscess","0"
"41256","055","Excision of intracranial lesion","6"
"41256","0552","Excision of intracranial lesion : trans-sphenoidal","0"
"41256","0553","Excision of intracranial lesion : infra-tentorial approach","0"
"41256","0554","Excision of intracranial lesion : frontal approach","4"
"41256","0555","Excision of intracranial lesion : cortical excision","0"
"41256","0556","Excision of intracranial lesion : hernia","0"
"41256","057","Biopsy of brain","0"
"41256","059","Intracranial operations, not elsewhere classified","0"
"41256","0591","Intracranial operations, not elsewhere classified : exploration","0"
"41256","061","Hypophysectomy","0"
"41256","0611","Hypophysectomy : paranasal trans-sphenoidal","0"
"41256","0612","Hypophysectomy : intracranial trans-frontal","0"
"41256","062","Destruction of pituitary gland or lesion","0"
"41256","063","Other operations related to pituitary or pineal gland","0"
"41256","0631","Other operations related to pituitary or pineal gland : pituitary stalk","0"
"41256","0633","Other operations related to pituitary or pineal gland : pineal","0"
"41256","065","Partial adrenalectomy","0"
"41256","066","Excision of adrenal gland, not otherwise classified","0"
"41256","067","Bilateral adrenalectomy","0"
"41256","068","Bilateral adrenalectomy and oophorectomy","0"
"41256","069","Other operations on adrenal gland","0"
"41256","0691","Other operations on adrenal gland : biopsy","0"
"41256","070","Incision of thyroid field","0"
"41256","071","Partial thyroidectomy","0"
"41256","0711","Partial thyroidectomy : biopsy","4"
"41256","0712","Partial thyroidectomy : nodule","0"
"41256","0713","Partial thyroidectomy : isthmectomy","0"
"41256","0714","Partial thyroidectomy : isthmectomy","36"
"41256","0715","Partial thyroidectomy : lobectomy","46"
"41256","0716","Partial thyroidectomy : hemithyroidectomy","0"
"41256","072","Thyroidectomy, not elsewhere classified","0"
"41256","0721","Thyroidectomy, not elsewhere classified : total thyroidectomy","0"
"41256","0722","Thyroidectomy, not elsewhere classified : with wide block dissection","0"
"41256","074","Thyroidectomy of aberrant thyroid","0"
"41256","0741","Thyroidectomy of aberrant thyroid : substernal thyroid","0"
"41256","075","Other operations on thyroid gland","0"
"41256","0751","Other operations on thyroid gland : biopsy, retrosternal","0"
"41256","076","Operations on parathyroid glands","0"
"41256","0761","Operations on parathyroid glands : biopsy","0"
"41256","0763","Operations on parathyroid glands : partial parathyroidectomy","0"
"41256","0764","Operations on parathyroid glands : global parathyroidectomy","0"
"41256","0765","Operations on parathyroid glands : transplant","0"
"41256","077","Thymectomy","0"
"41256","078","Other operations on thymus","0"
"41256","079","Other glandular operations, not elsewhere classified","0"
"41256","0792","Other glandular operations, not elsewhere classified : carotid body","0"
"41256","0793","Other glandular operations, not elsewhere classified : other vascular bodies","0"
"41256","0794","Other glandular operations, not elsewhere classified : aortic bodies","0"
"41256","080","Excision of cervical lymph nodes","0"
"41256","0801","Excision of cervical lymph nodes : biopsy (scalene node)","4"
"41256","0802","Excision of cervical lymph nodes : block dissection","0"
"41256","0803","Excision of cervical lymph nodes : radical cervical","0"
"41256","0806","Excision of cervical lymph nodes : simple excision","14"
"41256","081","Removal of cervical rib","0"
"41256","082","Operations on arteries in neck, not elsewhere classified","0"
"41256","0822","Operations on arteries in neck, not elsewhere classified : embolectomy","0"
"41256","0823","Operations on arteries in neck, not elsewhere classified : resection with graft","0"
"41256","0824","Operations on arteries in neck, not elsewhere classified : bypass graft","0"
"41256","0825","Operations on arteries in neck, not elsewhere classified : implantation of graft","0"
"41256","0826","Operations on arteries in neck, not elsewhere classified : resection with reanastomosis","0"
"41256","0827","Operations on arteries in neck, not elsewhere classified : suture of vessel","0"
"41256","083","Perfusion of head and neck","0"
"41256","084","Cerebral arteriography","4"
"41256","085","Excision of cyst or fistula","0"
"41256","0851","Excision of cyst or fistula : incision thyroglossal tract or duct","0"
"41256","0852","Excision of cyst or fistula : excision thyroglossal tract or duct","0"
"41256","0853","Excision of cyst or fistula : incision branchial cleft, sinus or fistula","0"
"41256","0854","Excision of cyst or fistula : excision branchial cleft, sinus or fistula","0"
"41256","089","Other operations in neck region, not elsewhere classified","16"
"41256","0891","Other operations in neck region, not elsewhere classified : drainage of abscess","0"
"41256","0892","Other operations in neck region, not elsewhere classified : ligation of vein venous anastomsis","0"
"41256","0893","Other operations in neck region, not elsewhere classified : catheterization of vessel, not elsewhere","0"
"41256","1","Operations on thoracic duct","0"
"41256","100","Orbitotomy","0"
"41256","1001","Orbitotomy : biopsy of orbit","0"
"41256","1002","Orbitotomy : abscess, haematoma","0"
"41256","1003","Orbitotomy : removal of foreign body","0"
"41256","101","Exenteration of orbit, not elsewhere classified","0"
"41256","102","Repair of socket","0"
"41256","103","Removal of eyeball","8"
"41256","104","Evisceration of contents of eyeball","0"
"41256","107","Extirpation of lesion of eye or orbit, not elsewhere classified","0"
"41256","108","Orbital implant","0"
"41256","1081","Orbital implant : insertion or removal of implant","0"
"41256","1082","Orbital implant : re-insertion","0"
"41256","109","Other operation on orbit","0"
"41256","1091","Other operation on orbit : injection","0"
"41256","1094","Other operation on orbit : open reduction of orbital fracture","0"
"41256","110","Tenotomy or myotomy, eye muscle","0"
"41256","1101","Tenotomy or myotomy, eye muscle : oblique muscles","0"
"41256","1102","Tenotomy or myotomy, eye muscle : superior or inferior recti","0"
"41256","112","Resection or shortening, eye muscle","0"
"41256","1121","Resection or shortening, eye muscle : medial","0"
"41256","1122","Resection or shortening, eye muscle : lateral rectus","0"
"41256","1123","Resection or shortening, eye muscle : shortening of superior oblique","0"
"41256","113","Advancement and recession of eye muscle, not elsewhere classified","20"
"41256","1131","Advancement and recession of eye muscle, not elsewhere classified : advancement","0"
"41256","1132","Advancement and recession of eye muscle, not elsewhere classified : recession","6"
"41256","1133","Advancement and recession of eye muscle, not elsewhere classified : combined resection and recession","0"
"41256","1134","Advancement and recession of eye muscle, not elsewhere classified : combined resection and advanceme","0"
"41256","114","Other operation on eye muscle","0"
"41256","1141","Other operation on eye muscle : transplantation, not elsewhere classified","0"
"41256","1142","Other operation on eye muscle : muscle slide, lengthening","0"
"41256","1143","Other operation on eye muscle : freeing of adhesions","0"
"41256","1144","Other operation on eye muscle : excision of lesion","0"
"41256","1145","Other operation on eye muscle : suture or repair","0"
"41256","115","Operation on oculomotor nerve","0"
"41256","117","Correction of ptosis","0"
"41256","1171","Correction of ptosis : levator muscle operation","0"
"41256","1172","Correction of ptosis : use of frontal is muscle","0"
"41256","1173","Correction of ptosis : sling operations","0"
"41256","1174","Correction of ptosis : use of superior rectus","0"
"41256","118","Canthotomy","0"
"41256","119","Canthoplasty","0"
"41256","1192","Canthoplasty : repair epicanthus","0"
"41256","120","Blepharotomy","0"
"41256","1201","Blepharotomy : biopsy","0"
"41256","1202","Blepharotomy : drainage of abscess (hordoleum, style)","0"
"41256","121","Blepharoplasty and tarsoplasty","0"
"41256","1211","Blepharoplasty and tarsoplasty : correction of ectropion","0"
"41256","1212","Blepharoplasty and tarsoplasty : skin, amniotic, cartilage graft","4"
"41256","1213","Blepharoplasty and tarsoplasty : plastic operation, not elsewhere classified","0"
"41256","1214","Blepharoplasty and tarsoplasty : reconstruction","0"
"41256","1215","Blepharoplasty and tarsoplasty : correction of entropian","0"
"41256","1216","Blepharoplasty and tarsoplasty : grey line slit","0"
"41256","122","Excision of lesion of eyelid or tarsal plate, not elsewhere classified","32"
"41256","123","Blepharorrhapy","0"
"41256","126","Chalazion operations","0"
"41256","128","Suture of eyelids, protective","0"
"41256","129","Other operations on eyelid","4"
"41256","1293","Other operations on eyelid : epilation of eye lash","0"
"41256","131","Incision of conjunctiva","0"
"41256","132","Pterygium operation","0"
"41256","1321","Pterygium operation : with conjunctival flap","0"
"41256","1322","Pterygium operation : transplant","0"
"41256","134","Other excision of lesion of conjunctiva","0"
"41256","1341","Other excision of lesion of conjunctiva : biopsy","0"
"41256","1342","Other excision of lesion of conjunctiva : grattage, scarification, curettage","0"
"41256","135","Suture of conjunctiva","0"
"41256","136","Plastic and other repair of conjunctiva","0"
"41256","139","Other operation on conjunctiva","0"
"41256","1391","Other operation on conjunctiva : removal of embedded foreign body","0"
"41256","1392","Other operation on conjunctiva : peritomy","0"
"41256","1393","Other operation on conjunctiva : division of adhesions and symblepharon","0"
"41256","140","Keratotomy","0"
"41256","142","Excision and destruction of lesion of cornea","0"
"41256","143","Removal of foreign body in anterior eye","0"
"41256","1431","Removal of foreign body in anterior eye : magnetic extraction","0"
"41256","144","Suture of cornea","0"
"41256","145","Keratorplasty","11"
"41256","1451","Keratorplasty : lamellar graft","0"
"41256","1452","Keratorplasty : whole thickness graft","0"
"41256","1453","Keratorplasty : refractive keratopiasty","0"
"41256","1454","Keratorplasty : keratoprosthetic implant","0"
"41256","149","Other operation on cornea","12"
"41256","1491","Other operation on cornea : biopsy","0"
"41256","1492","Other operation on cornea : tattooing","0"
"41256","150","Iridotomy","0"
"41256","1501","Iridotomy : iridodialysis","0"
"41256","1502","Iridotomy : iridosclerotomy","0"
"41256","1503","Iridotomy : removal of foreign body","0"
"41256","1504","Iridotomy : transfixation","0"
"41256","151","Iridectomy","0"
"41256","1512","Iridectomy : for glaucoma","5"
"41256","1513","Iridectomy : optical","0"
"41256","1514","Iridectomy : partial iridocyclectomy","0"
"41256","1517","Iridectomy : bilateral","0"
"41256","153","Iridoplasty and filtering operations","0"
"41256","155","Other operations on iris","0"
"41256","1551","Other operations on iris : excision of lesion","0"
"41256","1552","Other operations on iris : stretching,  iridotasis","0"
"41256","156","Cyclodialysis","0"
"41256","157","Destruction of ciliary body","0"
"41256","1573","Destruction of ciliary body : goniotomy","0"
"41256","1574","Destruction of ciliary body : trabeculectomy","9"
"41256","158","Other operations on anterior chamber","0"
"41256","1581","Other operations on anterior chamber : paracentesis","0"
"41256","1582","Other operations on anterior chamber : injection","0"
"41256","159","Other operation on iris and ciliary body","0"
"41256","1591","Other operation on iris and ciliary body : biopsy","0"
"41256","1592","Other operation on iris and ciliary body : excision of prolapsed iris","0"
"41256","161","Sclerectomy, not elsewhere classified","0"
"41256","162","Corneo-scleral trephine and sclerotomy","0"
"41256","163","Buckling procedure for retinal reattachment, not elsewhere classified","0"
"41256","1631","Buckling procedure for retinal reattachment, not elsewhere classified : overlay, suture, scleroplast","0"
"41256","1632","Buckling procedure for retinal reattachment, not elsewhere classified : scleral imbrication, bucklin","12"
"41256","1635","Buckling procedure for retinal reattachment, not elsewhere classified : resection of sclera, cerclag","0"
"41256","1637","Buckling procedure for retinal reattachment, not elsewhere classified : with graft or implant","7"
"41256","164","Other operations on sclera","0"
"41256","1641","Other operations on sclera : drainage of subretinal fluid release of vitreous traction","4"
"41256","1642","Other operations on sclera : suture of wound or injury","0"
"41256","1643","Other operations on sclera : repair of staphyloma","0"
"41256","1644","Other operations on sclera : scleroplasty","0"
"41256","165","Elevation of choroid","5"
"41256","166","Coagulation of retina or lesion","0"
"41256","1661","Coagulation of retina or lesion : photo-coagulation (light)","0"
"41256","1662","Coagulation of retina or lesion : chemical diathermy, electrocoagulation","0"
"41256","1663","Coagulation of retina or lesion : cryotherapy probe","36"
"41256","167","Extraction of foreign body from eye, not classified elsewhere","0"
"41256","1671","Extraction of foreign body from eye, not classified elsewhere : magnetic extraction","0"
"41256","168","Operations on vitreous segment","16"
"41256","1681","Operations on vitreous segment : aspiration","0"
"41256","1682","Operations on vitreous segment : replacement","0"
"41256","169","Other operations on retina, or choroid","0"
"41256","1691","Other operations on retina, or choroid : biopsy of retina or choroid.","0"
"41256","170","Discission of cataract and capsulotomy","0"
"41256","1701","Discission of cataract and capsulotomy : anterior lens capsule","0"
"41256","1702","Discission of cataract and capsulotomy : posterior lens capsule","0"
"41256","1703","Discission of cataract and capsulotomy : discission after cataract","0"
"41256","172","Capsulectomy, not elsewhere classified","0"
"41256","173","Extra-capsular extraction of cataract","0"
"41256","174","Intra-capsular extraction of cataract","0"
"41256","1741","Intra-capsular extraction of cataract : forceps extraction","0"
"41256","1742","Intra-capsular extraction of cataract : linear extraction","0"
"41256","1743","Intra-capsular extraction of cataract : chymotrypsin","0"
"41256","1744","Intra-capsular extraction of cataract : suction, ventouse, erisiphake","0"
"41256","1745","Intra-capsular extraction of cataract : cryo-extraction","0"
"41256","176","Other extraction of lens, not elsewhere classified","24"
"41256","178","Intra-ocular aphakia implant","0"
"41256","1781","Intra-ocular aphakia implant : insertion","22"
"41256","1782","Intra-ocular aphakia implant : removal","0"
"41256","179","Other operation on lens","0"
"41256","1791","Other operation on lens : biopsy","0"
"41256","1792","Other operation on lens : removal of foreign body by magnet","0"
"41256","1793","Other operation on lens : removal of foreign body by incision","0"
"41256","180","Operations on lacrimal gland","0"
"41256","1801","Operations on lacrimal gland : biopsy of gland","0"
"41256","1802","Operations on lacrimal gland : incision, exploration","0"
"41256","1803","Operations on lacrimal gland : excision","0"
"41256","181","Dacryocystectomy","0"
"41256","182","Dacryocystorhinostomy","0"
"41256","183","Instrumentation of nasolacrimal duct","0"
"41256","1831","Instrumentation of nasolacrimal duct : dilatation","0"
"41256","184","Incision of lacrimal sac","0"
"41256","185","Other operation on lacrimal apparatus","0"
"41256","1851","Other operation on lacrimal apparatus : reduction of mucocele","0"
"41256","1852","Other operation on lacrimal apparatus : CDCR conjunctiyo-dacryo-cystostomy","0"
"41256","1853","Other operation on lacrimal apparatus : enlargement of punctum lacrimale","0"
"41256","1854","Other operation on lacrimal apparatus : biopsy of sac","0"
"41256","187","Probing of lacrimal passage","0"
"41256","189","Other operation on eye","11"
"41256","1891","Other operation on eye : biopsy of eye, not otherwise stated","0"
"41256","190","Incision of external ear","0"
"41256","1901","Incision of external ear : drainage of abscess","0"
"41256","191","Excision and destruction of external ear or lesion","34"
"41256","192","Other operation on external ear","0"
"41256","1921","Other operation on external ear : biopsy","0"
"41256","1924","Other operation on external ear : repair","4"
"41256","1925","Other operation on external ear : reconstruction of meatus","0"
"41256","1926","Other operation on external ear : correction of anomaly","0"
"41256","193","Myringotomy and tympanostomy","10"
"41256","1931","Myringotomy and tympanostomy : paracentesis","66"
"41256","1932","Myringotomy and tympanostomy : injection","0"
"41256","1933","Myringotomy and tympanostomy : drainage, insertion of tympanostomy tube","51"
"41256","1934","Myringotomy and tympanostomy : exploratory, tympanotomy","28"
"41256","1936","Myringotomy and tympanostomy : removal of tympanostomy tube","0"
"41256","194","Middle ear operations, not elsewhere classified","0"
"41256","1941","Middle ear operations, not elsewhere classified : repair of drum","6"
"41256","1942","Middle ear operations, not elsewhere classified : reconstruction, not elsewhere classified","129"
"41256","1943","Middle ear operations, not elsewhere classified : excision of lesion","14"
"41256","1944","Middle ear operations, not elsewhere classified : other removal of tissue","61"
"41256","1946","Middle ear operations, not elsewhere classified : other tympanoplasty","0"
"41256","1947","Middle ear operations, not elsewhere classified : revision of tympanoplasty","0"
"41256","195","Operation on ossicles","0"
"41256","1951","Operation on ossicles : stapes mobilisation","0"
"41256","1952","Operation on ossicles : stapedectomy","64"
"41256","1953","Operation on ossicles : reconstruction of ossicular chain","25"
"41256","1954","Operation on ossicles : prosthesis","0"
"41256","1955","Operation on ossicles : graft","0"
"41256","1956","Operation on ossicles : division of sclerosis","0"
"41256","1957","Operation on ossicles : revision of stapedectomy","0"
"41256","200","Incision of mastoid and middle ear","0"
"41256","2001","Incision of mastoid and middle ear : antrostomy, (conservative) mastoid","28"
"41256","2003","Incision of mastoid and middle ear : post-auricular abscess","0"
"41256","2004","Incision of mastoid and middle ear : hypotympanotomy","0"
"41256","2008","Incision of mastoid and middle ear : other specified","0"
"41256","201","Mastoidectomy and related bone exposure","0"
"41256","2011","Mastoidectomy and related bone exposure : radical (modified) and attico-antrotomy","0"
"41256","2012","Mastoidectomy and related bone exposure : zygomatic extension","0"
"41256","2013","Mastoidectomy and related bone exposure : lateral sinus exploration","0"
"41256","2014","Mastoidectomy and related bone exposure : petrous bone","0"
"41256","2015","Mastoidectomy and related bone exposure : removal of outer attic wall","0"
"41256","202","Secondary mastoid operation","0"
"41256","2021","Secondary mastoid operation : revision, repair","0"
"41256","2022","Secondary mastoid operation : closure of fistula","0"
"41256","203","Fenestration operations","0"
"41256","2031","Fenestration operations : with vein graft","0"
"41256","2032","Fenestration operations : without","0"
"41256","2033","Fenestration operations : re-opening, revision","0"
"41256","205","Operations on nerves in ear","0"
"41256","206","Operations on cochlea","0"
"41256","207","Operations on vestibular apparatus","0"
"41256","2071","Operations on vestibular apparatus : injection","0"
"41256","2072","Operations on vestibular apparatus : incision drainage","0"
"41256","2074","Operations on vestibular apparatus : removal of membrane","0"
"41256","2075","Operations on vestibular apparatus : destruction","0"
"41256","2076","Operations on vestibular apparatus : endolymphatic decompression","0"
"41256","2077","Operations on vestibular apparatus : decompression","0"
"41256","208","Operation of inner ear, not elsewhere classified","0"
"41256","2082","Operation of inner ear, not elsewhere classified : labyrinthotomy","0"
"41256","2083","Operation of inner ear, not elsewhere classified : labyrinthectomy","0"
"41256","209","Other operations on ear, not elsewhere classified","20"
"41256","2091","Other operations on ear, not elsewhere classified : biopsy","0"
"41256","210","Incision of external nose","0"
"41256","211","Incision or destruction of lesion of external nose","22"
"41256","2111","Incision or destruction of lesion of external nose : incision","0"
"41256","2112","Incision or destruction of lesion of external nose : excision","0"
"41256","212","Incision of septum or nasal wall","0"
"41256","213","Sub-mucous resection of septum","308"
"41256","214","Other operation on nasal septum","0"
"41256","2141","Other operation on nasal septum : implant, prosthetic material","0"
"41256","2142","Other operation on nasal septum : graft, repair","143"
"41256","2143","Other operation on nasal septum : closure of perforation","0"
"41256","215","Turbinectomy","176"
"41256","216","Polypectomy","190"
"41256","217","Excision of other lesions of nose and face","40"
"41256","2171","Excision of other lesions of nose and face : adhesions, atresia (choanal)","29"
"41256","2172","Excision of other lesions of nose and face : sequestrum","0"
"41256","2173","Excision of other lesions of nose and face : lesion of facial bone","0"
"41256","2174","Excision of other lesions of nose and face : excision with bone graft","0"
"41256","2175","Excision of other lesions of nose and face : excision encephalocele (nasal)","0"
"41256","219","Reduction of fracture of nose and face","0"
"41256","2194","Reduction of fracture of nose and face : nasal bone","186"
"41256","2195","Reduction of fracture of nose and face : malar bone","0"
"41256","2196","Reduction of fracture of nose and face : zygomatic arch","0"
"41256","220","Plastic repair of nose","18"
"41256","2201","Plastic repair of nose : osteoplasty facial bone of cartilage, bone","76"
"41256","221","Haemostasis, nasal cavity","12"
"41256","222","Treatment of lesion of nasal mucosa","39"
"41256","2221","Treatment of lesion of nasal mucosa : of turbinal bones","141"
"41256","223","Operation on eustachian canal","0"
"41256","2231","Operation on eustachian canal : intubation, insufflation","0"
"41256","224","Other operations on nose and face","6"
"41256","2241","Other operations on nose and face : biopsy","0"
"41256","2242","Other operations on nose and face : incision of facial bones","0"
"41256","2243","Other operations on nose and face : other operations nec facial bones","0"
"41256","225","Puncture of maxillary antrum","227"
"41256","226","Operative drainage of maxillary antrum","70"
"41256","2261","Operative drainage of maxillary antrum : intranasal","158"
"41256","2262","Operative drainage of maxillary antrum : external (canine fosse) approach","8"
"41256","227","Other operation on maxillary bone and antrum","0"
"41256","2271","Other operation on maxillary bone and antrum : excision of lesion","3"
"41256","2272","Other operation on maxillary bone and antrum : excision of maxilla","0"
"41256","228","Drainage or excision nasal sinus, not elsewhere classified","0"
"41256","2281","Drainage or excision nasal sinus, not elsewhere classified : drainage: frontal","0"
"41256","2282","Drainage or excision nasal sinus, not elsewhere classified : drainage: ethmoidal, sphenoidal","0"
"41256","2283","Drainage or excision nasal sinus, not elsewhere classified : excision: frontal","0"
"41256","2284","Drainage or excision nasal sinus, not elsewhere classified : excision: ethmoidal, sphenoidal","4"
"41256","2285","Drainage or excision nasal sinus, not elsewhere classified : biopsy of sinus","0"
"41256","229","Operation on nasal sinus, not elsewhere classified","12"
"41256","2291","Operation on nasal sinus, not elsewhere classified : enlargement of fronto-nasal duct","0"
"41256","2292","Operation on nasal sinus, not elsewhere classified : antro-buccal closure","0"
"41256","2293","Operation on nasal sinus, not elsewhere classified : elevation of fracture of bone","0"
"41256","230","Incision of nasopharynx or tonsil","0"
"41256","2301","Incision of nasopharynx or tonsil : peritonsillar abscess, tonsillar abscess","0"
"41256","2302","Incision of nasopharynx or tonsil : retro-pharyngeal abscess","0"
"41256","231","Tonsillectomy by dissection","276"
"41256","232","Tonsillectomy by guillotine","0"
"41256","233","Tonsillectomy with adenoidectomy, not elsewhere classified","0"
"41256","2331","Tonsillectomy with adenoidectomy, not elsewhere classified : dissection","0"
"41256","2332","Tonsillectomy with adenoidectomy, not elsewhere classified : guillotine","0"
"41256","234","Other tonsillectomy","0"
"41256","2341","Other tonsillectomy : removal of tonsil tag","0"
"41256","2342","Other tonsillectomy : tonsillectomy, not otherwise stated","0"
"41256","2343","Other tonsillectomy : lingual tonsil removal","0"
"41256","235","Adenoidectomy, not otherwise stated","10"
"41256","236","Other operations on tonsil","0"
"41256","2361","Other operations on tonsil : removal of foreign body","0"
"41256","2362","Other operations on tonsil : biopsy","0"
"41256","239","Other operation on nasopharynx","14"
"41256","2391","Other operation on nasopharynx : excision of lesion","0"
"41256","2392","Other operation on nasopharynx : haemostasis (tonsil haemorrhage)","0"
"41256","240","Laryngotomy","0"
"41256","241","Laryngectomy","0"
"41256","2411","Laryngectomy : partial resection","0"
"41256","2412","Laryngectomy : radical","0"
"41256","2413","Laryngectomy : complete","0"
"41256","2415","Laryngectomy : hemilaryngectomy","0"
"41256","242","Plastic repair of larynx or trachea","0"
